Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Rating,Normal_Global_Sale,Platform_General,Year_Label,Scaled_Normal_Global_Sale,Normal_Global_Sale_Class
Hot Shots Golf: World Invitational,PSV,2011.0,Sports,Sony Computer Entertainment,0.15,0.11,0.25,0.05,0.55,E,0.2211942872471942,Sony_Playstation,2,0.08141351904933729,High
Tony Hawk's Pro Skater 3,XB,2002.0,Sports,Activision,0.34,0.18,0.0,0.02,0.55,T,0.07040363392819456,Microsoft_Xbox,0,0.025390785955493357,Average
Resident Evil: Revelations 2,PS4,2015.0,Action,Capcom,0.13,0.24,0.1,0.07,0.55,M,0.14382086281672218,Sony_Playstation,3,0.052667236637157645,High
NBA 2K8,PS3,2007.0,Sports,Take-Two Interactive,0.5,0.01,0.0,0.05,0.55,E,0.07019602422284231,Sony_Playstation,1,0.025313653435309662,Average
Assassin's Creed: Unity,PC,2014.0,Action,Ubisoft,0.18,0.33,0.0,0.04,0.55,M,0.0845065179421636,PC,3,0.030630381975391203,High
Assassin's Creed II,PC,2010.0,Action,Ubisoft,0.01,0.45,0.0,0.09,0.55,M,0.10306302380926227,PC,2,0.037524616813326146,High
Turok: Evolution,XB,2002.0,Shooter,Acclaim Entertainment,0.39,0.14,0.0,0.02,0.55,M,0.06921912888792138,Microsoft_Xbox,0,0.024950710869545204,Average
Barbie Horse Adventures: Riding Camp,DS,2008.0,Sports,Activision,0.5,0.0,0.0,0.04,0.55,E,0.06519826888568313,Nintendo,1,0.023456854574377052,Average
Red Dead Revolver,XB,2004.0,Shooter,Take-Two Interactive,0.4,0.12,0.0,0.02,0.55,M,0.06708048461520748,Microsoft_Xbox,0,0.024156147714364334,Average
Iron Man,PS2,2008.0,Action,Sega,0.36,0.0,0.0,0.19,0.54,T,0.10195981844410823,Sony_Playstation,1,0.03711474671621228,High
Spec Ops: The Line,PS3,2012.0,Shooter,Take-Two Interactive,0.19,0.23,0.04,0.08,0.54,M,0.11073872264546628,Sony_Playstation,2,0.04037634281718983,High
NHL 14,PS3,2013.0,Sports,Electronic Arts,0.28,0.17,0.0,0.09,0.54,E10+,0.0865240658469377,Sony_Playstation,3,0.031379954613252846,High
Tiger Woods PGA Tour 08,X360,2007.0,Sports,Electronic Arts,0.49,0.02,0.0,0.04,0.54,E,0.06733691315839703,Microsoft_Xbox,1,0.02425141772955792,Average
F.E.A.R.,PS3,2007.0,Shooter,Vivendi Games,0.18,0.26,0.0,0.1,0.54,M,0.09389083126464323,Sony_Playstation,1,0.03411690364608176,High
Enslaved: Odyssey to the West,X360,2010.0,Action,Namco Bandai Games,0.3,0.19,0.0,0.05,0.54,T,0.07810361649170044,Microsoft_Xbox,2,0.028251534009087666,Average
Tiger Woods PGA Tour 13,PS3,2012.0,Sports,Electronic Arts,0.24,0.21,0.0,0.08,0.54,E,0.08532652943898597,Sony_Playstation,2,0.030935038028065617,High
Dynasty Warriors: Gundam 3,PS3,2010.0,Action,Tecmo Koei,0.11,0.04,0.36,0.02,0.54,T,0.2710806314334042,Sony_Playstation,2,0.09994762102354457,High
Tony Hawk: Shred,Wii,2010.0,Sports,Activision,0.39,0.11,0.0,0.04,0.54,E,0.07129070929282609,Nintendo,2,0.02572035801644692,Average
Tiger Woods PGA Tour 11,Wii,2010.0,Sports,Electronic Arts,0.23,0.25,0.0,0.06,0.54,E,0.08380880725291243,Nintendo,2,0.03037116392135207,High
NBA Live 10,PS3,2009.0,Sports,Electronic Arts,0.46,0.02,0.01,0.05,0.54,E,0.074506414005012,Sony_Playstation,2,0.02691507773437461,Average
Metro 2033,X360,2010.0,Shooter,THQ,0.22,0.23,0.03,0.05,0.54,M,0.09674328323229843,Microsoft_Xbox,2,0.03517666532049333,High
Fire Emblem: Path of Radiance,GC,2005.0,Action,Nintendo,0.29,0.08,0.16,0.01,0.54,T,0.1555772060267235,Nintendo,1,0.057035030418249665,High
SSX Tricky,GC,2001.0,Sports,Electronic Arts,0.42,0.11,0.0,0.01,0.54,E,0.06414458494815138,Nintendo,0,0.02306538300304078,Average
Greg Hastings' Tournament Paintball,XB,2004.0,Shooter,Activision,0.46,0.06,0.0,0.02,0.54,T,0.0637573353022204,Microsoft_Xbox,0,0.02292150947323531,Average
ESPN NBA Basketball,PS2,2003.0,Sports,Sega,0.26,0.21,0.0,0.07,0.54,E,0.08397541582581261,Sony_Playstation,0,0.03043306343173477,High
Mat Hoffman's Pro BMX,PS,2001.0,Sports,Activision,0.3,0.2,0.0,0.04,0.54,E,0.07627543326230672,Sony_Playstation,0,0.02757231537814046,Average
Phineas and Ferb: Across the 2nd Dimension,DS,2011.0,Action,Disney Interactive Studios,0.31,0.18,0.0,0.05,0.54,E,0.07754975827286927,Nintendo,2,0.0280457609688995,Average
NHL 14,X360,2013.0,Sports,Electronic Arts,0.4,0.09,0.0,0.05,0.54,E10+,0.07256503430338865,Microsoft_Xbox,3,0.026193803607205964,Average
Harry Potter and the Deathly Hallows - Part 1,Wii,2010.0,Action,Electronic Arts,0.22,0.27,0.0,0.05,0.54,T,0.08253448224234988,Nintendo,2,0.029897718330593032,Average
The Incredible Hulk: Ultimate Destruction,PS2,2005.0,Action,Vivendi Games,0.26,0.2,0.0,0.07,0.54,T,0.08239062977192989,Sony_Playstation,1,0.02984427331674207,Average
Time Crisis: Razing Storm,PS3,2010.0,Shooter,Namco Bandai Games,0.18,0.2,0.07,0.08,0.54,T,0.125501381854246,Sony_Playstation,2,0.045861062847278304,High
Summer Sports: Paradise Island,Wii,2008.0,Sports,Ubisoft,0.48,0.01,0.0,0.04,0.53,E,0.06472119926946276,Nintendo,1,0.023279610539760694,Average
Time Crisis II,PS2,2001.0,Shooter,Namco Bandai Games,0.26,0.2,0.0,0.07,0.53,T,0.08239062977192989,Sony_Playstation,0,0.02984427331674207,Average
NCAA March Madness 06,PS2,2005.0,Sports,Electronic Arts,0.45,0.02,0.0,0.07,0.53,E,0.0734521096680202,Sony_Playstation,1,0.02652337566815953,Average
LEGO Dimensions,WiiU,2015.0,Action,Warner Bros. Interactive Entertainment,0.3,0.18,0.0,0.05,0.53,E10+,0.07651883043781771,Nintendo,3,0.027662743894094965,Average
Legacy of Kain: Defiance,PS2,2003.0,Action,Eidos Interactive,0.26,0.2,0.0,0.07,0.53,M,0.08239062977192989,Sony_Playstation,0,0.02984427331674207,Average
NCAA March Madness 2005,PS2,2004.0,Sports,Electronic Arts,0.44,0.02,0.0,0.07,0.53,E,0.07242118183296865,Sony_Playstation,0,0.026140358593355003,Average
Conflict: Vietnam,PS2,2004.0,Shooter,SCi,0.26,0.2,0.0,0.07,0.53,M,0.08239062977192989,Sony_Playstation,0,0.02984427331674207,Average
MLB SlugFest 20-04,PS2,2003.0,Sports,Midway Games,0.26,0.2,0.0,0.07,0.53,E,0.08239062977192989,Sony_Playstation,0,0.02984427331674207,Average
Blitz: The League,XB,2004.0,Sports,Midway Games,0.4,0.11,0.0,0.02,0.53,M,0.06549569856132476,Microsoft_Xbox,0,0.023567357599371636,Average
Manhunt 2,Wii,2007.0,Action,Take-Two Interactive,0.25,0.23,0.0,0.06,0.53,M,0.08270109081525007,Nintendo,1,0.02995961784097573,Average
The LEGO Movie Videogame,XOne,2014.0,Action,Warner Bros. Interactive Entertainment,0.35,0.13,0.0,0.05,0.53,E10+,0.07374953934366182,Microsoft_Xbox,3,0.026633878693154117,Average
Overwatch,PC,2016.0,Shooter,Activision,0.25,0.24,0.0,0.04,0.53,T,0.07745993830257988,PC,3,0.028012390464088606,Average
Peter Jackson's King Kong: The Official Game of the Movie,XB,2005.0,Action,Ubisoft,0.34,0.17,0.0,0.02,0.53,T,0.06881884787431183,Microsoft_Xbox,1,0.02480199584050066,Average
Medal of Honor: European Assault,XB,2005.0,Shooter,Electronic Arts,0.32,0.19,0.0,0.02,0.53,T,0.06992656431197418,Microsoft_Xbox,1,0.025213541920876995,Average
The Lord of the Rings: The Fellowship of the Ring,XB,2002.0,Action,Universal Interactive,0.31,0.19,0.0,0.03,0.53,T,0.07230860576019908,Microsoft_Xbox,0,0.026098533592012377,Average
NBA 06,PS2,2005.0,Sports,Sony Computer Entertainment,0.26,0.2,0.0,0.07,0.53,E,0.08239062977192989,Sony_Playstation,1,0.02984427331674207,Average
G-Force,DS,2009.0,Action,Disney Interactive Studios,0.26,0.21,0.0,0.05,0.53,E10+,0.0771494772592597,Nintendo,2,0.027897045939854946,Average
Oni,PS2,2001.0,Action,Take-Two Interactive,0.26,0.2,0.0,0.07,0.53,T,0.08239062977192989,Sony_Playstation,0,0.02984427331674207,Average
Tom Clancy's Ghost Recon Advanced Warfighter 2,PSP,2007.0,Shooter,Ubisoft,0.35,0.09,0.0,0.08,0.53,T,0.07764930297796027,Sony_Playstation,1,0.02808274447100305,Average
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Wii,2008.0,Action,THQ,0.49,0.0,0.0,0.04,0.53,E,0.06416734105063157,Nintendo,1,0.02307383749957252,Average
Terminator Salvation,PS3,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.13,0.28,0.01,0.1,0.53,T,0.09875507926564409,Sony_Playstation,2,0.03592410098533488,High
How to Train Your Dragon,DS,2010.0,Action,Activision,0.31,0.17,0.0,0.05,0.53,E10+,0.07596497221898654,Nintendo,2,0.0274569708539068,Average
The Lord of the Rings: The Two Towers,GC,2002.0,Action,Electronic Arts,0.41,0.11,0.0,0.01,0.53,T,0.06311365711309984,Nintendo,0,0.02268236592823625,Average
Batman: Arkham City,PC,2011.0,Action,Warner Bros. Interactive Entertainment,0.16,0.28,0.0,0.09,0.53,T,0.09158557841902913,PC,2,0.03326044098051819,High
The Warriors,PS2,2005.0,Action,Take-Two Interactive,0.44,0.02,0.0,0.07,0.53,M,0.07242118183296865,Sony_Playstation,1,0.026140358593355003,Average
Star Fox Command,DS,2006.0,Shooter,Nintendo,0.38,0.01,0.1,0.04,0.53,E10+,0.12290507160387878,Nintendo,1,0.044896464624619055,High
Bulletstorm,PS3,2011.0,Shooter,Electronic Arts,0.23,0.2,0.01,0.08,0.53,M,0.08956013061854484,Sony_Playstation,2,0.032507933321558755,High
Return to Castle Wolfenstein: Operation Resurrection,PS2,2003.0,Shooter,Activision,0.26,0.2,0.0,0.07,0.53,M,0.08239062977192989,Sony_Playstation,0,0.02984427331674207,Average
Mario Tennis: Power Tour,GBA,2005.0,Sports,Nintendo,0.24,0.09,0.19,0.01,0.52,E,0.17255529811082795,Nintendo,1,0.06334284260909082,High
F.E.A.R. 2: Project Origin,X360,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.32,0.15,0.0,0.05,0.52,M,0.07382632794627263,Microsoft_Xbox,2,0.026662407698725923,Average
Tiger Woods PGA Tour 11,X360,2010.0,Sports,Electronic Arts,0.28,0.19,0.0,0.05,0.52,E,0.07604176082159736,Microsoft_Xbox,2,0.027485499859478613,Average
The Golden Compass,PS2,2007.0,Action,Sega,0.13,0.0,0.0,0.39,0.52,E10+,0.14650786390345166,Sony_Playstation,1,0.053665528914506294,High
Syphon Filter 3,PS,2001.0,Shooter,Sony Computer Entertainment,0.29,0.2,0.0,0.03,0.52,M,0.07183153614397872,Sony_Playstation,0,0.02592128955739602,Average
Metal Gear Solid 2: Substance,PS2,2002.0,Action,Konami Digital Entertainment,0.18,0.14,0.16,0.05,0.52,M,0.16739759329755866,Sony_Playstation,0,0.061426618269115676,High
NBA Live 08,X360,2007.0,Sports,Electronic Arts,0.47,0.0,0.0,0.04,0.52,E,0.062105485380528486,Microsoft_Xbox,1,0.022307803349963462,Average
Guinness World Records: The Videogame,DS,2008.0,Action,Warner Bros. Interactive Entertainment,0.47,0.01,0.0,0.04,0.52,E,0.06369027143441121,Nintendo,1,0.02289659346495616,Average
NCAA Football 2003,XB,2002.0,Sports,Electronic Arts,0.39,0.11,0.0,0.02,0.52,E,0.0644647707262732,Microsoft_Xbox,0,0.023184340524567103,Average
Madden NFL 07,PS3,2006.0,Sports,Electronic Arts,0.47,0.0,0.01,0.04,0.52,E,0.06895480044902164,Sony_Playstation,1,0.024852505833253827,Average
LEGO Jurassic World,WiiU,2015.0,Action,Warner Bros. Interactive Entertainment,0.27,0.19,0.02,0.04,0.52,E10+,0.08529649384025566,Nintendo,3,0.030923879005314903,High
NBA Live 09,PS3,2008.0,Sports,Electronic Arts,0.46,0.0,0.02,0.04,0.52,E,0.07477318768246324,Sony_Playstation,1,0.027014191241739666,Average
Rory McIlroy PGA Tour,PS4,2015.0,Action,Electronic Arts,0.18,0.25,0.0,0.08,0.52,E,0.08548010664420758,Sony_Playstation,3,0.030992096039209237,High
Tomb Raider: Legend,PS2,2006.0,Action,Eidos Interactive,0.25,0.19,0.02,0.06,0.52,T,0.09006057673670546,Sony_Playstation,1,0.032693862347585666,High
Freedom Fighters,PS2,2003.0,Shooter,Electronic Arts,0.25,0.2,0.0,0.07,0.52,T,0.08135970193687833,Sony_Playstation,0,0.029461256241937538,Average
Silent Hill: Origins,PSP,2007.0,Action,Konami Digital Entertainment,0.22,0.15,0.04,0.1,0.52,M,0.10797915628611202,Sony_Playstation,1,0.039351090613541646,High
Gun,XB,2005.0,Shooter,Activision,0.38,0.12,0.0,0.02,0.52,M,0.06501862894510438,Microsoft_Xbox,1,0.023390113564755274,Average
The Punisher,PS2,2005.0,Action,THQ,0.25,0.2,0.0,0.07,0.52,M,0.08135970193687833,Sony_Playstation,1,0.029461256241937538,Average
SSX On Tour,PS2,2005.0,Sports,Electronic Arts,0.25,0.2,0.0,0.07,0.52,E,0.08135970193687833,Sony_Playstation,1,0.029461256241937538,Average
Tony Hawk's Pro Skater 3,GBA,2002.0,Sports,Activision,0.37,0.14,0.0,0.01,0.52,E,0.06374430393454183,Nintendo,0,0.022916667973996236,Average
Way of the Samurai 3,PS3,2008.0,Action,Gamebridge,0.18,0.08,0.22,0.04,0.52,M,0.19557179810194475,Sony_Playstation,1,0.07189408373296177,High
Harry Potter and the Prisoner of Azkaban,GBA,2004.0,Action,Electronic Arts,0.37,0.14,0.0,0.01,0.52,E,0.06374430393454183,Nintendo,0,0.022916667973996236,Average
NBA Live 2002,PS,2001.0,Sports,Electronic Arts,0.29,0.19,0.0,0.03,0.52,E,0.070246750090096,Sony_Playstation,0,0.02533249944240332,Average
Way of the Samurai,PS2,2002.0,Action,Eidos Interactive,0.13,0.1,0.25,0.03,0.51,M,0.21072170695665546,Sony_Playstation,0,0.0775226772928557,High
Kung Fu Panda,PS3,2008.0,Action,Activision,0.21,0.21,0.0,0.09,0.51,E10+,0.08564671521710777,Sony_Playstation,1,0.031053995549591935,High
Epic Mickey 2: The Power of Two,X360,2012.0,Action,Disney Interactive Studios,0.32,0.15,0.0,0.04,0.51,E,0.07041335866299617,Microsoft_Xbox,2,0.025394398952786012,Average
Lair,PS3,2007.0,Action,Sony Computer Entertainment,0.36,0.03,0.08,0.04,0.51,T,0.11031415790455486,Sony_Playstation,1,0.04021860573841467,High
Madden NFL 2004,GC,2003.0,Sports,Electronic Arts,0.4,0.1,0.0,0.01,0.51,E,0.06049794322416558,Nintendo,0,0.02171055873843903,Average
NBA Live 07,PSP,2006.0,Sports,Electronic Arts,0.47,0.0,0.0,0.04,0.51,E,0.062105485380528486,Sony_Playstation,1,0.022307803349963462,Average
The Walking Dead: Survival Instinct,PS3,2013.0,Shooter,Activision,0.28,0.15,0.0,0.08,0.51,M,0.0799415244558958,Sony_Playstation,3,0.028934365637327538,Average
Major League Baseball 2K10,X360,2010.0,Sports,Take-Two Interactive,0.47,0.0,0.0,0.04,0.51,E,0.062105485380528486,Microsoft_Xbox,2,0.022307803349963462,Average
Ratatouille,PS3,2007.0,Action,THQ,0.09,0.32,0.0,0.1,0.51,E,0.09412119707247565,Sony_Playstation,1,0.034202490662797194,High
NBA Live 2004,XB,2003.0,Sports,Electronic Arts,0.44,0.04,0.0,0.02,0.51,E,0.05852590752435185,Microsoft_Xbox,0,0.020977895093640852,Average
Iron Man,DS,2008.0,Action,Sega,0.35,0.12,0.0,0.05,0.51,E10+,0.07216475328977909,Nintendo,1,0.026045088578161416,Average
Alien: Isolation,XOne,2014.0,Shooter,Sega,0.22,0.24,0.0,0.04,0.51,M,0.07436715479742524,Microsoft_Xbox,3,0.02686333923967502,Average
Pro Evolution Soccer 2010,Wii,2009.0,Sports,Konami Digital Entertainment,0.12,0.27,0.06,0.05,0.51,E,0.11332109430279332,Nintendo,2,0.041335762482289935,High
Dynasty Warriors,PSP,2004.0,Action,Tecmo Koei,0.18,0.0,0.3,0.02,0.51,T,0.23086209165227523,Sony_Playstation,0,0.08500536518746327,High
NHL 07,PS2,2006.0,Sports,Electronic Arts,0.42,0.02,0.0,0.07,0.51,E10+,0.07035932616286555,Sony_Playstation,1,0.025374324443745943,Average
The BIGS,PS2,2007.0,Sports,Take-Two Interactive,0.25,0.19,0.0,0.06,0.51,E,0.07636194659971916,Sony_Playstation,1,0.02760445738100493,Average
WWE 2K16,PS3,2015.0,Sports,Take-Two Interactive,0.22,0.21,0.0,0.08,0.51,T,0.08326467376888287,Sony_Playstation,3,0.030169003878456557,High
NBA Ballers,XB,2004.0,Sports,Midway Games,0.37,0.11,0.0,0.02,0.51,E,0.06240291505617011,Microsoft_Xbox,0,0.022418306374958046,Average
Silent Hill 4: The Room,PS2,2004.0,Action,Konami Digital Entertainment,0.25,0.19,0.0,0.06,0.51,M,0.07636194659971916,Sony_Playstation,0,0.02760445738100493,Average
Tiger Woods PGA Tour 13,X360,2012.0,Sports,Electronic Arts,0.29,0.18,0.0,0.04,0.51,E,0.0720749333194897,Microsoft_Xbox,2,0.026011718073350523,Average
The Saboteur,X360,2009.0,Action,Electronic Arts,0.26,0.2,0.0,0.05,0.51,M,0.07556469120537698,Microsoft_Xbox,2,0.027308255824862248,Average
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GBA,2004.0,Action,THQ,0.36,0.13,0.0,0.01,0.5,E,0.06112859004560756,Nintendo,0,0.021944860784199008,Average
Monsters vs. Aliens,DS,2009.0,Action,Activision,0.33,0.13,0.0,0.05,0.5,E,0.07168768367355872,Nintendo,2,0.025867844543545057,Average
NHL 09,X360,2008.0,Sports,Electronic Arts,0.45,0.01,0.0,0.04,0.5,E10+,0.06162841576430812,Microsoft_Xbox,1,0.022130559315347104,Average
Bully: Scholarship Edition,Wii,2008.0,Action,Take-Two Interactive,0.17,0.28,0.0,0.06,0.5,T,0.08237759840425132,Nintendo,1,0.029839431817502992,Average
Tiger Woods PGA Tour 07,PS3,2006.0,Sports,Electronic Arts,0.31,0.12,0.0,0.07,0.5,E,0.07486698051612581,Sony_Playstation,1,0.02704903777082312,Average
Ratatouille,Wii,2007.0,Action,THQ,0.43,0.03,0.0,0.04,0.5,E,0.06273613220197047,Nintendo,1,0.02254210539572344,Average
The Mummy Returns,PS2,2001.0,Action,Universal Interactive,0.25,0.19,0.0,0.06,0.5,T,0.07636194659971916,Sony_Playstation,0,0.02760445738100493,Average
Hitman: Blood Money,PS2,2006.0,Action,Eidos Interactive,0.25,0.19,0.0,0.06,0.5,M,0.07636194659971916,Sony_Playstation,1,0.02760445738100493,Average
Lost: Via Domus,PS3,2008.0,Action,Ubisoft,0.19,0.22,0.0,0.09,0.5,T,0.08516964560088741,Sony_Playstation,1,0.030876751514975584,High
Pro Evolution Soccer 2012,X360,2011.0,Action,Konami Digital Entertainment,0.1,0.34,0.0,0.07,0.5,E,0.0880827891654633,Microsoft_Xbox,2,0.031959061729767396,High
Harry Potter and the Half-Blood Prince,PSP,2009.0,Action,Electronic Arts,0.18,0.2,0.0,0.12,0.5,E,0.09120805350789976,Sony_Playstation,2,0.03312018044800538,High
Unit 13,PSV,2012.0,Shooter,Sony Computer Entertainment,0.25,0.13,0.04,0.07,0.5,T,0.09766345983367186,Sony_Playstation,2,0.03551853537015011,High
Goldeneye 007: Reloaded,X360,2011.0,Shooter,Activision,0.25,0.2,0.0,0.05,0.5,T,0.07453376337032544,Microsoft_Xbox,2,0.02692523875005772,Average
Sega Bass Fishing,Wii,2008.0,Sports,Sega,0.45,0.01,0.0,0.04,0.5,E,0.06162841576430812,Nintendo,1,0.022130559315347104,Average
Major League Baseball 2K12,X360,2012.0,Sports,Take-Two Interactive,0.47,0.0,0.0,0.03,0.5,E,0.05869251609725203,Microsoft_Xbox,2,0.02103979460402355,Average
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,PS2,2004.0,Action,THQ,0.24,0.19,0.0,0.06,0.5,E,0.0753310187646676,Sony_Playstation,0,0.027221440306200398,Average
Madden NFL 13,Wii,2012.0,Sports,Electronic Arts,0.47,0.0,0.0,0.03,0.5,E,0.05869251609725203,Nintendo,2,0.02103979460402355,Average
Madden NFL 11,PS2,2010.0,Sports,Electronic Arts,0.41,0.02,0.0,0.07,0.5,E,0.06932839832781401,Sony_Playstation,2,0.024991307368941413,Average
NBA Street Homecourt,X360,2007.0,Sports,Electronic Arts,0.45,0.01,0.0,0.04,0.5,E,0.06162841576430812,Microsoft_Xbox,1,0.022130559315347104,Average
Tony Hawk's Underground 2,GC,2004.0,Sports,Activision,0.38,0.1,0.0,0.01,0.5,T,0.05843608755406248,Nintendo,0,0.020944524588829967,Average
Shrek SuperSlam,PS2,2005.0,Action,Activision,0.24,0.19,0.0,0.06,0.5,E10+,0.0753310187646676,Sony_Playstation,1,0.027221440306200398,Average
Tomb Raider: Anniversary,PS2,2007.0,Action,Eidos Interactive,0.41,0.02,0.0,0.07,0.5,T,0.06932839832781401,Sony_Playstation,1,0.024991307368941413,Average
Fantastic 4,PS2,2005.0,Action,Activision,0.41,0.01,0.0,0.07,0.5,T,0.06774361227393129,Sony_Playstation,1,0.024402517253948715,Average
Men in Black II: Alien Escape,PS2,2002.0,Shooter,Infogrames,0.24,0.19,0.0,0.06,0.5,T,0.0753310187646676,Sony_Playstation,0,0.027221440306200398,Average
Madden NFL 07,Wii,2006.0,Sports,Electronic Arts,0.46,0.0,0.0,0.04,0.49,E,0.06107455754547694,Nintendo,1,0.021924786275158932,Average
Spider-Man 2,DS,2004.0,Action,Activision,0.41,0.02,0.03,0.04,0.49,E,0.07963743568346411,Nintendo,0,0.028821388580992785,Average
Dynasty Warriors: Gundam 2,PS3,2008.0,Action,Namco Bandai Games,0.09,0.06,0.32,0.03,0.49,T,0.24820405688037042,Sony_Playstation,1,0.09144836591669935,High
Tony Hawk's Underground 2,GBA,2004.0,Sports,Activision,0.35,0.13,0.0,0.01,0.49,E,0.06009766221055602,Nintendo,0,0.021561843709394478,Average
Super Monkey Ball 3D,3DS,2011.0,Action,Sega,0.26,0.15,0.05,0.04,0.49,E,0.09847436699515265,Nintendo,2,0.03581980892041067,High
NBA 2K11,Wii,2010.0,Action,Take-Two Interactive,0.46,0.01,0.0,0.03,0.49,E,0.05924637431608322,Nintendo,2,0.021245567644211722,Average
Tony Hawk's Project 8,X360,2006.0,Sports,Activision,0.44,0.02,0.0,0.04,0.49,T,0.0621822739831393,Microsoft_Xbox,1,0.022336332355535275,Average
The Matrix: Path of Neo,PS2,2005.0,Action,Atari,0.41,0.01,0.0,0.07,0.49,T,0.06774361227393129,Sony_Playstation,1,0.024402517253948715,Average
Power Rangers: Dino Thunder,GBA,2003.0,Action,THQ,0.35,0.13,0.0,0.01,0.49,E,0.06009766221055602,Nintendo,0,0.021561843709394478,Average
GoldenEye: Rogue Agent,XB,2004.0,Shooter,Electronic Arts,0.34,0.13,0.0,0.02,0.49,T,0.06247970365878092,Microsoft_Xbox,0,0.02244683538052986,Average
Plants vs. Zombies: Garden Warfare 2,PS4,2016.0,Shooter,Electronic Arts,0.2,0.21,0.0,0.08,0.49,E10+,0.08120281809877977,Sony_Playstation,3,0.029402969728847497,Average
Ace Combat: Assault Horizon,X360,2011.0,Action,Namco Bandai Games,0.3,0.12,0.03,0.04,0.49,T,0.08414509003672435,Microsoft_Xbox,2,0.030496101908069957,High
Scarface: The World is Yours,XB,2006.0,Action,Vivendi Games,0.37,0.11,0.0,0.02,0.49,M,0.06240291505617011,Microsoft_Xbox,1,0.022418306374958046,Average
Resident Evil: The Mercenaries 3D,3DS,2011.0,Action,Capcom,0.16,0.16,0.13,0.03,0.49,M,0.14113142596318864,Nintendo,2,0.05166803940774109,High
Star Wars Battlefront: Elite Squadron,DS,2009.0,Shooter,LucasArts,0.42,0.03,0.0,0.04,0.49,E10+,0.061705204366918925,Nintendo,2,0.02215908832091891,Average
Backyard Baseball,PS2,2004.0,Sports,Atari,0.24,0.19,0.0,0.06,0.49,E,0.0753310187646676,Sony_Playstation,0,0.027221440306200398,Average
Middle-Earth: Shadow of Mordor,X360,2014.0,Action,Warner Bros. Interactive Entertainment,0.28,0.16,0.0,0.04,0.49,M,0.06787443337667272,Microsoft_Xbox,3,0.024451120768560597,Average
Barbie Horse Adventures: Wild Horse Rescue,PS2,2003.0,Sports,Universal Interactive,0.24,0.19,0.0,0.06,0.49,E,0.0753310187646676,Sony_Playstation,0,0.027221440306200398,Average
Medal of Honor,PC,2010.0,Shooter,Electronic Arts,0.2,0.23,0.0,0.06,0.49,M,0.07754645163999233,PC,2,0.028044532466953077,Average
Pac-Man World 2,XB,2002.0,Action,Namco Bandai Games,0.36,0.11,0.0,0.02,0.49,E,0.06137198722111855,Microsoft_Xbox,0,0.022035289300153513,Average
Sniper: Art of Victory,PC,2008.0,Shooter,City Interactive,0.0,0.45,0.0,0.03,0.49,M,0.08155428027455203,PC,1,0.02953354726288216,Average
FIFA Soccer 09,DS,2008.0,Sports,Electronic Arts,0.12,0.31,0.0,0.06,0.49,E,0.08197731739064176,Nintendo,1,0.029690716788458443,Average
Steel Diver,3DS,2011.0,Action,Nintendo,0.31,0.09,0.05,0.03,0.49,E10+,0.09070732056383757,Nintendo,2,0.032934144858537205,High
